RULE_NAME,RULE_STATUS,SOURCE_ZONE,SOURCE_IP,SOURCE_GROUP_ADDRESS,DESTINATION_ZONE,DESTINATION_IP,DESTINATION_GROUP_ADDRESS,URL_CATEGORY,SERVICE,ACTION	
APPS_WEB_BSP-Windows_Server_Rule-1,false;,[ APPS_WEB_BSP ];,null,[ Prod_Docker_Group ];,[ Windows_Server ];,[ NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 ];,null,null,null,allow;
APPS_WEB_BSP-Windows_Server_Rule-10,false;,[ APPS_WEB_BSP ];,[ NG-RSA-Server_172.16.123.25 ];,null,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-11,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 ];,null,[ Windows_Server ];,null,[ Group-SERVER-NEW-AD-PROD ];,null,[ Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-12,false;,[ APPS_WEB_BSP ];,[ NG-LOG-Server_172.16.123.27 NG-RADIUS-Server_172.16.123.26 ];,null,[ Windows_Server ];,null,[ Group-SERVER-NEW-AD-PROD ];,null,[ Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-3,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_PRI_PROD_172.16.123.22 ];,null,[ Windows_Server ];,[ NG-Server-WSUS-AV-Server_172.16.82.14 ];,null,null,[ TCP_8014 TCP_8530 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-4,false;,[ APPS_WEB_BSP ];,[ NG-Gitlab_Prod-Server_172.16.123.13 NG-Gitlab_Standby-Server_172.16.123.14 ];,null,[ Windows_Server ];,[ NG-Server-FileServer_172.16.82.12 ];,null,null,[ NFS_Server-Symantec_Backupexe ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-5,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_PRI_PROD_172.16.123.22 ];,null,[ Windows_Server ];,null,[ Group-NG-DomainController ];,null,[ DNS Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services TCP-UDP_88 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-6,false;,[ APPS_WEB_BSP ];,null,null,[ Windows_Server ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-7,false;,[ APPS_WEB_BSP ];,[ NG-LOG-Server_172.16.123.27 NG-RADIUS-Server_172.16.123.26 ];,null,[ Windows_Server ];,[ NG-Server-WSUS-AV-Server_172.16.82.14 ];,null,null,[ TCP-UDP_445 TCP_137 TCP_138 TCP_139 TCP_8014 TCP_8530 UDP_8014 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-8,false;,[ APPS_WEB_BSP ];,[ NG-LOG-Server_172.16.123.27 NG-RADIUS-Server_172.16.123.26 ];,null,[ Windows_Server ];,[ NG-Server-DC01_172.16.82.10 NG-Server-DC02_172.16.82.11 ];,null,null,[ Domain-Port-Services_TCP Domain-Port-Services_UDP TCP-UDP_445 TCP_135 TCP_3268 TCP_3269 TCP_464 TCP_53 TCP_88 UDP_135 UDP_138 UDP_445 UDP_464 UDP_53 UDP_88 ];,allow;
APPS_WEB_BSP-Windows_Server_Rule-9,false;,[ APPS_WEB_BSP ];,null,null,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ DNS ];,allow;
APPS_WEB_BSP-sd-wan_Rule-1,true;,[ APPS_WEB_BSP TEST-ENV-PORT ];,[ TEST-PDSDOCKISOTEST-192.168.168.165 ];,[ Prod_Docker_Group ];,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ bitbucket ];,[ HTTPS ];,allow;
APPS_Wordpress-APPS_WEB_BSP_Rule-1,false;,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,[ APPS_WEB_BSP ];,[ NG-RADIUS-Server_172.16.123.26 ];,null,null,[ RADIUS UDP_1645 ];,allow;
APPS_Wordpress-DB_Wordpress_Rule-1,false;,[ APPS_Wordpress ];,null,[ Group_APPS_PDSWebsite ];,[ DB_Wordpress ];,null,[ Group_Database_PDSWebsite ];,null,[ TCP_3306 ];,allow;
APPS_Wordpress-DB_Wordpress_Rule-2,false;,[ APPS_Wordpress ];,null,null,[ DB_Wordpress ];,null,null,null,[ PING ];,allow;
APPS_Wordpress-Inside_Interface_port8_Rule-1,false;,[ APPS_Wordpress ];,null,[ Group_APPS_PDSWebsite ];,null,null,[ Group_Integration-Box_Trade ];,null,[ HTTP TCP_6379 TIS_Port sFTP_Site-to-Site ];,allow;
APPS_Wordpress-Inside_Interface_port8_Rule-2,false;,[ APPS_Wordpress ];,null,null,null,null,null,null,[ PING ];,allow;
APPS_Wordpress-Inside_Interface_port8_Rule-3,false;,[ APPS_Wordpress ];,null,null,null,[ GFI_Server_172.16.12.16 ];,null,null,[ SYSLOG ];,allow;
APPS_Wordpress-Inside_Interface_port8_Rule-4,false;,[ APPS_Wordpress ];,[ NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ VTR-iTOP_Prod-DR-Server_172.16.131.20 ];,null,null,[ HTTP SSH TCP-UDP_8000 TCP_25 TCP_3306 TCP_35084 TCP_8080 ];,allow;
APPS_Wordpress-Inside_Interface_port8_Rule-5,false;,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ NG-SMTP-NEW_172.16.17.3 VTR-Domino9_Server_172.16.92.60 ];,null,null,[ SMTP ];,allow;
APPS_Wordpress-Interface_NTP_Rule-1,false;,[ APPS_Wordpress ];,null,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP PING ];,allow;
APPS_Wordpress-Windows_Server_Rule-1,false;,[ APPS_Wordpress ];,null,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
APPS_Wordpress-Windows_Server_Rule-2,false;,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
APPS_Wordpress-Windows_Server_Rule-3,false;,[ APPS_Wordpress ];,[ NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,[ Windows_Server ];,[ NG-Server-FileServer_172.16.82.12 ];,null,null,[ TCP_2049 UDP_2049 ];,allow;
APPS_Wordpress-Windows_Server_Rule-4,false;,[ APPS_Wordpress ];,null,null,[ Windows_Server ];,null,null,null,[ PING ];,allow;
APPS_Wordpress-Windows_Server_Rule-5,false;,[ APPS_Wordpress ];,null,null,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ DNS ];,allow;
APPS_Wordpress-sd-wan_Rule-1,true;,[ APPS_Wordpress ];,null,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,null,allow;
ASM-MKTPC-to-CAAC-PROD-DB,false;,null,[ MKT-PC-NAmora_172.16.10.5 ];,null,null,[ CAAC_PROD-DB_172.32.1.127 ];,null,null,[ TCP_8080 ];,allow;
B2B-SLA,false;,[ Intf-Internet-PRI-Failover-Zone Intf-Internet-SEC-Failover-Zone ];,null,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone ];,null,null,null,[ UDP-4790 ];,allow;
BANCS_V6_Production_Rule-1,false;,null,[ MKT-TCS-UAT-172.16.10.25 MKT-TCS-UAT-172.16.10.30 NG-HTTP-VIP_172.16.9.6 NG-TCS-172.16.18.28 ];,null,null,[ NG-APPS-SERVER1_172.16.86.2 NG-APPS-SERVER2_172.16.86.3 NG-APPS-VIP1_172.16.86.4 NG-APPS-VIP2_172.16.86.5 NG-APPS-VIP3_172.16.86.6 NG-APPS_VIP5_BANCS-V6_172.16.86.8 NG-APPS_VIP6_BANCS-V6_172.16.86.9 ];,null,null,[ Freak2k TCP_7001 TCP_7003 TCP_7004 UDP_7001 UDP_7003 UDP_7004 tcp-8003 tcp_8004 udp_8003 udp_8004 ];,allow;
BANCS_V6_Production_Rule-10,false;,null,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ TTS_PROD_DB_172.32.1.127 TTS_PROD_WEB_172.16.9.7 TTS_PROD_WEB_BKP_172.16.9.9 ];,null,null,[ MySQL ];,allow;
BANCS_V6_Production_Rule-11,false;,null,null,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,null,[ Group-CAAC-DB ];,null,[ ssh ];,allow;
BANCS_V6_Production_Rule-12,false;,null,[ SLT_PROD_DB_172.32.1.24 ];,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,[ SLT_PROD_DB_172.32.1.24 ];,[ Group-INTEGRATION-BOX_PROD_BANCS ];,null,null,allow;
BANCS_V6_Production_Rule-2,false;,null,[ NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 V6-WEBSERVER-NODE1_172.16.7.4 V6-WEBSERVER-NODE2_172.16.7.5 ];,null,null,[ NG-APPS-SERVER1_172.16.86.2 NG-APPS-SERVER2_172.16.86.3 V6-APP-SERVER-VIP1_172.16.86.11 V6-APP-SERVER-VIP2_172.16.86.12 ];,null,null,[ TCP_6003 TCP_6004 UDP_6003 UDP_6004 ];,allow;
BANCS_V6_Production_Rule-3,false;,null,[ NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 ];,null,null,[ NG-APPS-VIP2_172.16.86.5 NG-APPS-VIP3_172.16.86.6 ];,null,null,[ TCP_7003 TCP_7004 ];,allow;
BANCS_V6_Production_Rule-4,false;,null,[ NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 ];,null,null,[ NG-APPS_VIP5_BANCS-V6_172.16.86.8 NG-APPS_VIP6_BANCS-V6_172.16.86.9 ];,null,null,[ tcp-8003 tcp_8004 ];,allow;
BANCS_V6_Production_Rule-5,false;,null,[ NG-SERVER-MGMT_Network ];,null,null,[ Prod_AIX_172.16.7.34 ];,null,null,null,allow;
BANCS_V6_Production_Rule-6,false;,null,[ NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,[ MKT-ASM-Team MKT-DCC-Group NG-DCC-Team VTR-DRSEAT-PDS-USER-ASM VTR-DRSEAT-PDS-USER-DCC ];,null,[ NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 PDSSettle_Real-IP_172.16.9.6 ];,null,null,[ https ssh ];,allow;
BANCS_V6_Production_Rule-7,false;,null,[ MKT-TCS-Laptop_172.16.10.12 NG-TCS-172.16.18.28 ];,[ MKT-Server-Team MKT-TCS-DESKTOP-UAT NG-PC-TCS-Group-Temporary NG-Server-Team VTR-DRSEAT-PDS-USER-ESG ];,null,[ NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 PDSSettle_Real-IP_172.16.9.6 ];,null,null,[ ssh ];,allow;
BANCS_V6_Production_Rule-8,false;,null,[ TTS_PROD_DB_172.32.1.127 ];,null,null,[ BANCS-DB_VIP01_172.16.88.4 BANCS-DB_VIP02_172.16.88.5 ];,null,null,[ sqlnet1 ];,allow;
BANCS_V6_Production_Rule-9,false;,null,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ Prod_AIX_172.16.7.34 ];,null,null,null,allow;
BCP-File-Server-to-19C-DB-Server,false;,[ APPS_WEB_BSP ];,[ NG-BCP-Server_172.16.123.20 ];,null,[ DB-BANCS ];,[ NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 ];,null,null,[ TCP_1521 ];,allow;
BCP-to-V6,true;,null,[ BCP-172.16.3.15 BCP-172.16.3.16 BCP-172.16.3.17 BCP-172.16.3.18 BCP-172.16.3.20 BCP-172.16.3.21 BCP-172.16.3.22 BCP-172.16.3.23 BCP-172.18.18.6 BDO-BCP/TRAINING_172.18.18.0 MKT_Meeting-RDP-BCP_VLAN_172.16.16.0 ];,null,null,[ HTTP_VIP_BANCS_172.16.9.6 NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 NG-Marketpage-Redis-Server_172.16.2.123 ];,null,null,[ DNS HTTP HTTPS ];,allow;
BDO-TO-DHCP-SERVER,false;,[ Inside-Zone ];,[ BDO-BCP/TRAINING_172.18.18.0 BDO-DHCP-RELAY_172.18.18.1 GUEST_VIP_LAN_GW-192.168.232.1 ];,[ MKT-USER-VLANS ];,[ Windows_Server ];,[ NG-DHCP-Server-WIN_172.16.82.20 ];,null,null,[ DHCP ];,allow;
BLOCK_TO_MALICIOUS_IP,false;,null,null,null,null,[ Malicious_IP_84.20.64.66 ROGUE_192.168.254.105 ];,null,null,null,deny;
BTR-to-pds,false;,null,[ BTR_nRoss_Network_172.31.20.0 ];,null,null,[ NG_BTR_Relay_Prod_VIP_172.16.195.13 ];,null,null,null,allow;
BTR_Investor_Direct_Rule-1,false;,null,[ FI_BIOS_DB_172.32.1.128 Prod_FIReport_WarmBkup_172.16.7.27 TTS_PROD_DB_172.32.1.127 TTS_PROD_WEB_BKP_172.16.9.9 TTS_Risk_Server_Backup_172.32.1.28 ];,null,null,[ NG-Domino-Server_172.16.82.60 NG-NEWSMTPSVR_172.16.17.3 ];,null,null,[ smtp ];,allow;
BTR_Promotion_for_Production_Rule-1,false;,null,[ NG-TEST-NETWORK NG-TEST_ENV SLT_PROD2_DB_172.32.1.25 ];,null,null,[ NG-TEST-NETWORK NG-TEST_ENV SLT_PROD2_DB_172.32.1.25 ];,null,null,null,allow;
BTR_Promotion_for_Production_Rule-2,false;,null,null,[ NG-Server-Team ];,null,[ NEW-CAAC-DB_172.32.1.130 SLT_PROD_DB_172.32.1.24 VTR_Forward_Bonds_DB_172.16.7.133 VTR_Forward_Bonds_Web_172.16.7.108 ];,null,null,[ SSH ];,allow;
BTR_SSF_Rule-1,false;,null,[ DR_520_172.16.7.69 TTS_DR_DB_172.30.1.19 ];,[ NG-DB-Team NG-DB-Team-New ];,null,[ DR_520_172.16.7.69 TTS_DR_DB_172.30.1.19 ];,null,null,[ tcp_60012 ];,allow;
Bidirectional-DR-DB-Bancs-test,false;,null,[ NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NEW_DB_BANCS_V6_SCAN_IP1-172.16.88.14 NEW_DB_BANCS_V6_SCAN_IP2-172.16.88.15 NEW_DB_BANCS_V6_SCAN_IP3-172.16.88.16 NEW_DB_BANCS_V6_VIP1-172.16.88.17 NEW_DB_BANCS_V6_VIP2-172.16.88.18 ];,null,null,[ NEW_DB_BANCS_V6_DR-172.16.98.13 ];,null,null,[ TCP_1521 ];,allow;
Bloomberg_Internal_Rule-1,false;,null,[ TTS_Risk_Server_Backup_172.32.1.28 ];,null,null,[ NAS2_172.16.0.211 ];,null,null,[ nbsession tcp_129 tcp_138 tcp_445 ];,allow;
Bloomberg_Internal_Rule-2,false;,null,[ TTS_PROD_DB_172.32.1.127 TTS_PROD_WEB_BKP_172.16.9.9 ];,null,null,null,[ Group-INTEGRATION-BOX_PROD_TRADE ];,null,[ TCP_9000 ];,allow;
CONNECTION_TO_EMSC,false;,[ Inside-Zone Windows_Server ];,[ MKT-PC-ADeang_172.16.10.169 MKT-PC-AFEvangelista_172.16.10.166 MKT-PC-BCuarentas_172.16.10.150 MKT-PC-BMonterey_172.16.10.9 MKT-PC-CAguda_172.16.10.157 MKT-PC-GMMoscoso_172.16.10.33 MKT-PC-JToledana_172.16.10.171 MKT-PC-MATan_172.16.5.35 MKT-PC-MRabadon_172.16.10.163 MKT-PC-RJugo-APW_172.16.5.36 MKT-PC-SOximina_172.16.3.71 MKT-PC-SSelleza_172.16.10.172 NEW-SAP_172.16.82.120 ];,null,[ DMZ_2_PROD_WEB TEST-ENV-PORT ];,[ MWT_EMSC-192.168.168.125 eMSC_WEB_PROD_172.16.7.25 ];,null,null,[ HTTP HTTPS ];,allow;
Checkpoint_Firewall_Management-Rule1,false;,null,[ MKT-PC-RDuldulao_172.16.10.19 NG-PDSCLEAR-CLUSTER ];,null,null,null,null,null,null,allow;
Checkpoint_Firewall_Management-Rule2,false;,null,[ MKT-PC-RDuldulao_172.16.10.19 NG-SOLARWINDS-SERVER_192.168.167.50 ];,[ Group-Network-Team ];,null,[ NG-DMZ-FW-VIP_172.16.80.20 NG-PDSCLEAR-CLUSTER NG-PDSCLEAR-PRI ];,null,null,null,allow;
Checkpoint_Firewall_Management-Rule3,false;,null,[ NG-DMZ-FW-VIP_172.16.80.20 ];,null,null,[ NG_Domino-Server_172.16.82.60 VTR-Domino-Server_172.16.92.60 ];,null,null,[ smtp ];,allow;
Checkpoint_Firewall_Management-Rule4,false;,null,[ Sync_10.50.50.0 ];,null,null,null,null,null,null,allow;
Checkpoint_Firewall_Management_Rule-1,false;,null,[ MKT-PC-RDuldulao_172.16.10.19 ];,[ Network-Team ];,null,[ NG-CP2076_CLUSTER ];,null,null,[ http https icmp-requests ssh tcp_WEBUi_4434 traceroute ];,allow;
Crayon_Tool_Temp_Rule-1,false;,null,[ NG-MicrosoftToolWKS_172.16.0.70 ];,null,null,[ FI-PDTC_Website-Real-IP_172.16.7.2 FTP-PDSSettle-RealIP_172.16.9.8 Prod_FI-Web_WarmBkup_172.16.7.26 Prod_FIReport_WarmBkup_172.16.7.27 SLT_PROD2_DB_172.32.1.25 SLT_PROD_DB_172.32.1.24 ];,null,null,[ MS-SQL-Monitor MS-SQL-Server TCP_135 TCP_136 TCP_137 TCP_5985 TCP_5986 UDP_135 UDP_136 http https microsoft-ds nbdatagram nbname nbsession ssh tcp_138 ];,allow;
Crayon_Tool_Temp_Rule-2,false;,null,null,[ Azure-VM-Network ];,null,[ CAAC-Real-IP_172.16.9.7 NG-HTTP-PROD1_172.16.9.4 NG-HTTP-PROD2_172.16.9.5 Prod_AIX_172.16.7.34 TTS_PROD_DB_172.32.1.127 TTS_PROD_WEB_BKP_172.16.9.9 ];,null,null,[ ssh ];,allow;
DB-Servers-to-IBM-Cloud,false;,null,[ NEW-DB-BANCS-V6-HW-CON-IP1_192.168.166.4 NEW-DB-BANCS-V6-HW-CON-IP2_192.168.166.5 NEW-DB-ORACLE-STORAGE1-19C_192.168.166.9 NEW-DB-ORACLE-STORAGE2-19C_192.168.166.10 NEW-SAN-SW1-ORACLE-19C_192.168.166.7 NEW-SAN-SW2-ORACLE-19C_192.168.166.8 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,[ esupport.ibm.com ];,null,null,[ HTTPS PING ];,allow;
DB-Team-Connection_to_NEW-PROD-CAAC-VM,false;,null,[ CAAC-Real-IP_172.16.9.7 CAAC_PROD-DB-Sec_172.16.9.9 MKT-PC-NLaurenciano_172.16.10.6 NEW-CAAC-DB_172.32.1.130 NG-BCP-FileServer_172.16.123.20 NG-PC-DBStaff_172.16.18.36 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS_192.168.70.70 NG-PC-KDineros_172.16.18.35 NG-PC-NCastillo_172.16.18.34 NG-PC-NLaurenciano_192.168.70.69 TTS_DR_DB_172.30.1.19 VTR_Forward_Bonds_DB_172.16.7.133 ];,null,null,[ CAAC_BACKUP_DB-WEB_172.16.9.9 NEW-CAAC-DB_172.32.1.130 PROD_Forward_Bonds_DB_172.16.7.35 TTS_DR_DB_172.30.1.19 VTR_Forward_Bonds_DB_172.16.7.133 ];,null,null,[ SSH TCP_3306 ];,allow;
DB-Team-to-DMS-Server,false;,[ NG-DATABASE-GRP ];,[ NG-PC-EAvila_172.16.18.39 NG-PC-KDineros_172.16.18.35 NG-PC-NCastillo_172.16.18.34 NG-PC-RDeGuzman_172.16.18.36 ];,null,null,[ DOCUKIT_PROD_SERVER_172.16.82.27 HONO-DB-Server_172.16.82.32 NG-DMS-Server_172.16.0.8 ];,null,null,[ MS-SQL RDP ];,allow;
DB_Connectivity_Comms_and_Report,false;,null,[ NG-PC-KDineros_172.16.18.35 NG-PC-NCastillo_172.16.18.34 NG-PC-RDeGuzman_172.16.18.36 ];,null,null,[ COMMS-REP-PROD1_BancsV6_172.16.87.4 ];,null,null,[ MySQL ssh ];,allow;
DB_Interface-BANCS_port7-APPS_BANCS_Rule-1,false;,[ DB-BANCS ];,null,null,[ APPS_BANCS ];,null,null,null,[ PING ];,allow;
DB_Interface-BANCS_port7-APPS_BANCS_Rule-2,false;,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,null,[ Oracle-Port-Services_TCP Oracle-Port-Services_UDP ];,allow;
DB_Interface-BANCS_port7-APPS_WEB_BSP_Rule-1,false;,[ DB-BANCS ];,[ DB1_BANCS-V6_172.16.88.2 DB2_BANCS-V6_172.16.88.3 ];,null,[ APPS_WEB_BSP ];,[ NG-RADIUS-Server_172.16.123.26 ];,null,null,[ RADIUS UDP_1645 ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-1,false;,[ DB-BANCS ];,null,[ GROUP-ORACLE19C-DB Group-DB_BANCS-V6 ];,[ Inside-Zone ];,[ NEW_DB_BANCS_V6_DR-172.16.98.13 ];,[ Group-DB-DR_BANCS-V6 ];,null,[ Oracle-Mgmt SSH banc-19165 bancs-37022 reverse-sqlnet2-1521 sqlnet2-1521 ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-2,false;,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,[ GFI_Server_172.16.12.16 ];,null,null,[ SYSLOG ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-3,false;,[ DB-BANCS ];,null,null,null,null,null,null,[ PING ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-4,false;,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,null,[ Group-DNS_Servers ];,null,[ DNS ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-5,false;,[ DB-BANCS ];,[ DB1-VIP_BANCS-V6_172.16.88.4 DB1_BANCS-V6_172.16.88.2 DB2-VIP_BANCS-V6_172.16.88.5 DB2_BANCS-V6_172.16.88.3 ];,null,null,[ NG-INTEGRATION-BOX01_PROD_BANCS_172.16.7.211 NG-INTEGRATION-BOX02_PROD_BANCS_172.16.7.212 NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 ];,null,null,[ TCP_222 ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-6,false;,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,null,[ Group-SERVER-NEW-AD-DR ];,null,[ DNS ];,allow;
DB_Interface-BANCS_port7-Inside_Interface_port8_Rule-7,false;,[ DB-BANCS ];,[ DB1-VIP_BANCS-V6_172.16.88.4 DB1_BANCS-V6_172.16.88.2 DB2-VIP_BANCS-V6_172.16.88.5 DB2_BANCS-V6_172.16.88.3 ];,null,null,[ NG-SMTP-NEW_172.16.17.3 ];,null,null,[ SMTP ];,allow;
DB_Interface-BANCS_port7-Interface_NTP_Rule-1,false;,[ DB-BANCS ];,null,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP PING ];,allow;
DB_Interface-BANCS_port7-NG-DATABASE-GRP_Rule-1,false;,[ DB-BANCS ];,[ DB1_BANCS-V6_172.16.88.2 DB2_BANCS-V6_172.16.88.3 ];,null,[ NG-DATABASE-GRP ];,[ NG-PC-KDineros_172.16.18.35 NG-PC-NCastillo_172.16.18.34 NG-PC-RDeGuzman_172.16.18.36 ];,null,null,[ Oracle-Mgmt TCP-UDP_1830 ];,allow;
DB_Interface-BANCS_port7-Windows_Server_Rule-1,false;,[ DB-BANCS ];,null,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
DB_Interface-BANCS_port7-Windows_Server_Rule-2,false;,[ DB-BANCS ];,[ DB1_BANCS-V6_172.16.88.2 ];,null,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
DB_Interface-BANCS_port7-Windows_Server_Rule-3,false;,[ DB-BANCS ];,null,null,[ Windows_Server ];,null,null,null,[ PING ];,allow;
DB_Interface-BANCS_port7-Windows_Server_Rule-4,false;,[ DB-BANCS ];,null,null,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ DNS ];,allow;
DB_Interface-BANCS_port7-Windows_Server_Rule-5,false;,[ DB-BANCS ];,[ NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 ];,[ Group-DB_BANCS-V6 ];,[ Windows_Server ];,null,[ Group-SERVER-NEW-AD-PROD ];,null,[ DNS ];,allow;
DB_Interface-BANCS_port7-sd-wan,false;,[ DB-BANCS TEST-ENV-PORT Windows_Server ];,[ DOCUKIT_PROD_SERVER_172.16.82.27 DOCUKIT_PROD_SERVER_172.16.82.28 NEW-SAP_172.16.82.120 NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NG-19C-DB-TEST-SERVER_192.168.168.11 NG-DHCP-Server-WIN_172.16.82.20 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ SENTINEL_ONE_URL sensor-cloud-tenable-com ];,[ HTTP HTTPS ];,allow;
DB_Interface-PDSClear_port3-APPS_CLEAR_Rule-1,false;,[ DB-PDSClear ];,null,null,[ APPS_CLEAR ];,null,null,null,[ PING ];,allow;
